iata;icao;name;runways;longest;elevation;country;region;city;lat;lon
OME;PAOM;Nome Airport;2;6001;37;US;US-AK;Nome;64.5121994018555;-165.445007324219
OTZ;PAOT;Ralph Wien Memorial Airport;2;5900;14;US;US-AK;Kotzebue;66.88469696;-162.598999
STG;PAPB;St George Airport;1;5000;125;US;US-AK;St George;56.5783004761;-169.662002563
SCC;PASC;Deadhorse Airport;1;6500;65;US;US-AK;Deadhorse;70.19470215;-148.4649963
SDP;PASD;Sand Point Airport;1;4000;21;US;US-AK;Sand Point;55.314998626709;-160.522994995117
KSM;PASM;St Mary's Airport;2;6003;312;US;US-AK;St Mary's;62.0605011;-163.302002
SNP;PASN;St Paul Island Airport;1;6500;63;US;US-AK;St Paul Island;57.1673011779785;-170.220001220703
UNK;PAUN;Unalakleet Airport;2;6004;27;US;US-AK;Unalakleet;63.88840103;-160.798996
VDZ;PAVD;Valdez Pioneer Field;1;6508;121;US;US-AK;Valdez;61.13389969;-146.2480011
AHN;KAHN;Athens Ben Epps Airport;2;5522;808;US;US-GA;Athens;33.948600769043;-83.326301574707
MKL;KMKL;Mc Kellar Sipes Regional Airport;2;6006;434;US;US-TN;Jackson;35.59989929;-88.91560364
HOB;KHOB;Lea County Regional Airport;3;7398;3661;US;US-NM;Hobbs;32.6875;-103.2170029
VCT;KVCT;Victoria Regional Airport;4;9101;115;US;US-TX;Victoria;28.8526000976562;-96.9185028076172
ACA;MMAA;General Juan N Alvarez International Airport;2;10832;16;MX;MX-GRO;Acapulco;16.7570991516113;-99.7539978027344
HUX;MMBT;Bahías de Huatulco International Airport;1;8858;464;MX;MX-OAX;Huatulco;15.7753000259399;-96.2626037597656
CME;MMCE;Ciudad del Carmen International Airport;1;7218;10;MX;MX-CAM;Ciudad del Carmen;18.6536998748779;-91.7990036010742
SLW;MMIO;Plan De Guadalupe International Airport;2;9506;4778;MX;MX-COA;Saltillo;25.5494995117188;-100.929000854492
OAX;MMOX;Xoxocotlán International Airport;1;8038;4989;MX;MX-OAX;Oaxaca;16.9999008179;-96.726600647
TAM;MMTM;General Francisco Javier Mina International Airport;3;8366;80;MX;MX-TAM;Tampico;22.2964000702;-97.8658981323
VSA;MMVA;Carlos Rovirosa Pérez International Airport;1;7218;46;MX;MX-TAB;Villahermosa;17.9969997406006;-92.8173980712891
VER;MMVR;General Heriberto Jara International Airport;2;7874;90;MX;MX-VER;Veracruz;19.1459007263;-96.1873016357
FLG;KFLG;Flagstaff Pulliam Airport;1;6999;7014;US;US-AZ;Flagstaff;35.13850021;-111.6709976
SOW;KSOW;Show Low Regional Airport;2;7200;6415;US;US-AZ;Show Low;34.265499115;-110.005996704
SVC;KSVC;Grant County Airport;4;6802;5446;US;US-NM;Silver City;32.6365013122559;-108.15599822998
YAM;CYAM;Sault Ste Marie Airport;2;6000;630;CA;CA-ON;Sault Ste Marie;46.4850006103516;-84.5093994140625
YDF;CYDF;Deer Lake Airport;1;8005;72;CA;CA-NL;Deer Lake;49.2108001708984;-57.3913993835449
YFC;CYFC;Fredericton Airport;2;8005;68;CA;CA-NB;Fredericton;45.8689002990723;-66.5372009277344
YGK;CYGK;Kingston Norman Rogers Airport;2;5000;305;CA;CA-ON;Kingston;44.2252998352051;-76.5969009399414
YQG;CYQG;Windsor Airport;2;9000;622;CA;CA-ON;Windsor;42.2756004333496;-82.9555969238281
YQT;CYQT;Thunder Bay Airport;2;7318;653;CA;CA-ON;Thunder Bay;48.371898651123;-89.3238983154297
YQY;CYQY;Sydney / J.A. Douglas McCurdy Airport;2;7070;203;CA;CA-NS;Sydney;46.1613998413;-60.0477981567
YSB;CYSB;Sudbury Airport;2;6600;1141;CA;CA-ON;Sudbury;46.625;-80.7988967895508
YSJ;CYSJ;Saint John Airport;2;7000;357;CA;CA-NB;Saint John;45.3161010742188;-65.8902969360352
YTS;CYTS;Timmins/Victor M. Power;2;6000;967;CA;CA-ON;Timmins;48.5696983337;-81.376701355
YYB;CYYB;North Bay Airport;3;10000;1215;CA;CA-ON;North Bay;46.3636016845703;-79.4227981567383
YYG;CYYG;Charlottetown Airport;2;7000;160;CA;CA-PE;Charlottetown;46.2900009155273;-63.1211013793945
YZR;CYZR;Chris Hadfield Airport;2;5100;594;CA;CA-ON;Sarnia;42.9994010925293;-82.3088989257812
CMW;MUCM;Ignacio Agramonte International Airport;1;9842;413;CU;CU-09;Camaguey;21.4202995300293;-77.8475036621094
SNU;MUSC;Abel Santamaria Airport;1;9898;338;CU;CU-05;Santa Clara;22.4922008514404;-79.943603515625
VTZ;VOVZ;Vishakhapatnam Airport;2;10000;10;IN;IN-AP;Visakhapatnam;17.721200943;83.2245025635
MDC;WAMM;Sam Ratulangi Airport;1;8693;264;ID;ID-SA;Manado-Celebes Island;1.54926002025604;124.926002502441
RDN;WMPR;LTS Pulau Redang Airport;1;3084;36;MY;MY-11;Redang;5.76527976989746;103.00700378418
SWA;ZGOW;Shantou Waisha Airport;1;9186;52;CN;CN-44;Shantou;23.4269008636475;116.762001037598
LJG;ZPLJ;Lijiang Airport;1;9843;7359;CN;CN-53;Lijiang;26.6800003052;100.246002197
WUX;ZSWX;Sunan Shuofang International Airport;1;10499;16;CN;CN-32;Wuxi;31.4944000244;120.429000854
ERI;KERI;Erie International Tom Ridge Field;2;8420;732;US;US-PA;Erie;42.0831270134;-80.1738667488
HVN;KHVN;Tweed New Haven Airport;2;5600;12;US;US-CT;New Haven;41.26369858;-72.88680267
IPT;KIPT;Williamsport Regional Airport;2;6474;529;US;US-PA;Williamsport;41.2417984008789;-76.9210968017578
SBY;KSBY;Salisbury Ocean City Wicomico Regional Airport;2;5500;52;US;US-MD;Salisbury;38.3404998779297;-75.5102996826172
CIU;KCIU;Chippewa County International Airport;2;7201;800;US;US-MI;Sault Ste Marie;46.2508010864258;-84.4723968505859
ESC;KESC;Delta County Airport;2;6501;609;US;US-MI;Escanaba;45.7226982117;-87.0936965942
